timestamp,temp_c,dewpoint_c,slp_hpa,wind_dir_deg,wind_speed_ms
2023-01-11T08:00,3.9,1.1,1011.7,190.0,2.1
2023-01-11T09:00,3.9,1.1,1011.4,0.0,0.0
2023-01-11T10:00,3.9,1.7,1010.8,0.0,0.0
2023-01-11T11:00,4.4,1.7,1010.3,0.0,0.0
2023-01-11T12:00,3.9,1.7,1009.8,120.0,2.6
2023-01-11T13:00,4.4,2.2,1009.4,110.0,2.6
2023-01-11T14:00,5.0,2.8,1009.4,130.0,2.6
2023-01-11T15:00,6.1,3.3,1009.8,150.0,2.6
2023-01-11T16:00,7.2,3.3,1010.0,170.0,3.1
2023-01-11T17:00,9.4,3.3,1008.5,180.0,3.6
2023-01-11T18:00,11.1,3.3,1007.5,0.0,0.0
2023-01-11T19:00,12.8,3.9,1006.5,120.0,1.5
2023-01-11T20:00,10.0,3.3,1006.2,70.0,3.6
2023-01-11T21:00,10.0,3.3,1006.7,90.0,2.6
2023-01-11T22:00,8.9,3.3,1007.5,80.0,1.5
2023-01-11T23:00,8.3,3.3,1007.5,50.0,1.5
2023-01-12T00:00,8.3,3.3,1008.3,0.0,0.0
2023-01-12T01:00,8.9,3.3,1009.0,0.0,0.0
2023-01-12T02:00,8.3,3.9,1009.1,340.0,1.5
2023-01-12T03:00,8.3,3.3,1009.8,0.0,0.0
2023-01-12T04:00,6.7,3.3,1009.3,360.0,2.1
2023-01-12T05:00,6.7,2.8,1010.3,0.0,0.0
2023-01-12T06:00,6.1,2.8,1010.5,10.0,3.1
2023-01-12T07:00,5.0,2.2,1010.3,10.0,2.1
2023-01-12T08:00,3.9,1.7,1010.9,30.0,4.6
2023-01-12T09:00,3.3,1.7,1011.2,30.0,4.1
2023-01-12T10:00,3.3,1.7,,30.0,5.1
2023-01-12T11:00,2.8,1.1,1012.8,10.0,5.1
2023-01-12T12:00,3.3,1.1,1012.5,10.0,6.2
2023-01-12T13:00,3.3,0.6,1012.7,10.0,6.2
2023-01-12T14:00,3.3,0.6,1013.0,20.0,7.2
2023-01-12T15:00,3.3,0.6,1012.9,360.0,10.8
2023-01-12T16:00,2.8,0.0,1014.3,360.0,8.8
2023-01-12T17:00,3.3,-0.6,1014.1,10.0,9.8
2023-01-12T18:00,3.3,-1.1,1014.0,360.0,8.8
2023-01-12T19:00,3.3,-1.7,1014.2,360.0,8.2
2023-01-12T20:00,2.8,-1.7,1014.6,350.0,7.7
2023-01-12T21:00,2.8,-1.7,1015.0,350.0,7.7
2023-01-12T22:00,2.8,-2.2,1015.9,360.0,8.8
2023-01-12T23:00,2.8,-2.2,1016.6,340.0,5.7
2023-01-13T00:00,2.8,-2.2,1017.2,350.0,5.7
2023-01-13T01:00,2.8,-2.2,1017.4,340.0,4.6
2023-01-13T02:00,2.8,-1.7,1017.8,330.0,6.2
2023-01-13T03:00,2.8,-1.7,1018.3,320.0,4.6
2023-01-13T04:00,2.8,-1.1,1018.6,320.0,6.2
2023-01-13T05:00,2.8,-1.1,1018.7,330.0,5.7
2023-01-13T06:00,2.2,-1.1,1018.9,330.0,4.6
2023-01-13T07:00,1.7,-1.7,1019.2,10.0,7.7
2023-01-13T08:00,1.1,-2.2,1020.2,350.0,6.2
2023-01-13T09:00,0.6,-1.7,,360.0,6.7
2023-01-13T10:00,0.6,-2.2,1021.0,360.0,5.7
2023-01-13T11:00,0.0,-3.3,1021.5,360.0,9.3
2023-01-13T12:00,0.0,-3.9,1022.3,10.0,9.8
2023-01-13T13:00,-0.6,-4.4,1022.7,10.0,8.2
2023-01-13T14:00,-1.1,-5.0,1023.3,10.0,8.2
2023-01-13T15:00,-1.7,-5.6,1024.1,10.0,9.3
2023-01-13T16:00,-1.7,-6.1,1024.4,340.0,6.7
2023-01-13T17:00,-1.1,-5.6,1024.6,330.0,6.2
2023-01-13T18:00,-0.6,-5.6,1024.2,320.0,7.2
2023-01-13T19:00,-0.6,-5.6,1023.8,320.0,6.2
2023-01-13T20:00,-0.6,-5.0,1023.8,330.0,6.7
2023-01-13T21:00,-0.6,-5.0,1024.3,330.0,6.7
2023-01-13T22:00,-1.1,-6.1,1025.1,350.0,7.2
2023-01-13T23:00,-1.1,-7.2,1025.7,350.0,6.7
2023-01-14T00:00,-1.7,-7.2,1026.2,330.0,4.1
2023-01-14T01:00,-2.2,-7.8,1026.4,330.0,5.7
2023-01-14T02:00,-2.8,-8.3,1026.5,360.0,6.7
2023-01-14T03:00,-2.8,-7.8,1026.5,350.0,4.1
2023-01-14T04:00,-2.8,-7.8,1026.2,330.0,4.6
2023-01-14T05:00,-3.3,-7.8,1026.0,320.0,4.1
2023-01-14T06:00,-3.3,-8.3,1026.1,310.0,2.6
2023-01-14T07:00,-3.3,-8.3,1026.0,310.0,3.6
2023-01-14T08:00,-3.9,-8.3,1026.3,320.0,4.1
2023-01-14T09:00,-3.9,-8.3,1026.2,340.0,2.6
2023-01-14T10:00,-3.9,-8.3,1025.8,270.0,2.6
2023-01-14T11:00,-3.9,-8.3,1025.8,310.0,1.5
2023-01-14T12:00,-4.4,-8.3,1025.7,0.0,0.0
2023-01-14T13:00,-3.9,-8.3,1025.9,230.0,3.1
2023-01-14T14:00,-4.4,-8.3,1026.2,220.0,2.1
2023-01-14T15:00,-3.9,-8.3,1026.5,240.0,2.1
2023-01-14T16:00,-3.3,-7.8,1026.9,200.0,2.6
2023-01-14T17:00,-2.8,-7.2,1026.9,220.0,3.1
2023-01-14T18:00,-2.2,-7.2,1026.1,240.0,3.1
2023-01-14T19:00,-1.1,-6.7,1025.1,230.0,4.1
2023-01-14T20:00,-0.6,-6.1,1024.5,200.0,5.1
2023-01-14T21:00,-0.6,-6.7,1024.1,210.0,4.6
2023-01-14T22:00,-0.6,-6.7,1024.1,210.0,3.6
2023-01-14T23:00,-1.1,-6.7,1024.0,210.0,3.1
2023-01-15T00:00,-2.2,-6.7,1023.9,170.0,4.6
2023-01-15T01:00,-2.2,-6.1,1023.9,170.0,5.1
2023-01-15T02:00,-2.8,-6.1,1023.7,170.0,4.1
2023-01-15T03:00,-2.8,-6.1,1023.7,180.0,4.1
2023-01-15T04:00,-2.8,-6.1,1023.5,180.0,3.1
2023-01-15T05:00,-2.8,-6.7,1023.2,180.0,3.1
2023-01-15T06:00,-2.8,-6.7,1022.6,170.0,4.1
2023-01-15T07:00,-3.3,-6.7,1022.5,190.0,3.6
2023-01-15T08:00,-3.3,-6.1,1022.1,170.0,4.6
2023-01-15T09:00,-3.3,-6.1,1021.7,170.0,3.6
2023-01-15T10:00,-2.8,-6.1,1021.6,180.0,4.1
2023-01-15T11:00,-2.8,-6.1,1021.6,180.0,3.6
2023-01-15T12:00,-2.8,-6.1,1021.3,170.0,3.6
2023-01-15T13:00,-2.8,-6.1,1021.0,150.0,5.1
2023-01-15T14:00,-2.2,-5.6,1020.9,150.0,4.6
2023-01-15T15:00,-1.1,-5.0,1021.1,180.0,7.7
2023-01-15T16:00,0.0,-4.4,1021.1,170.0,6.2
2023-01-15T17:00,2.2,-3.9,1020.0,170.0,7.7
2023-01-15T18:00,4.4,-5.0,1018.2,170.0,8.2
2023-01-15T19:00,6.1,-5.0,1017.3,190.0,5.7
2023-01-15T20:00,6.1,-5.0,1016.2,170.0,6.7
2023-01-15T21:00,5.6,-5.0,1015.3,160.0,6.2
2023-01-15T22:00,6.1,-4.4,1015.2,150.0,7.7
2023-01-15T23:00,5.0,-5.0,1014.5,150.0,7.2
2023-01-16T00:00,4.4,-3.9,1014.3,140.0,6.7
2023-01-16T01:00,3.9,-3.3,1014.4,160.0,5.7
2023-01-16T02:00,3.9,-3.9,1014.0,150.0,6.2
2023-01-16T03:00,5.0,-5.0,1013.9,170.0,6.2
2023-01-16T04:00,5.0,-5.6,1013.6,170.0,6.2
2023-01-16T05:00,5.0,-5.6,1013.0,170.0,5.7
2023-01-16T06:00,5.0,-5.6,1013.0,170.0,5.7
2023-01-16T07:00,5.0,-5.6,1012.3,170.0,6.2
2023-01-16T08:00,5.0,-5.0,1011.6,170.0,4.6
2023-01-16T09:00,5.0,-5.0,1011.4,160.0,5.1
2023-01-16T10:00,5.6,-5.0,1010.9,170.0,5.7
2023-01-16T11:00,5.6,-5.0,1010.3,170.0,5.7
2023-01-16T12:00,5.6,-4.4,1009.1,160.0,4.6
2023-01-16T13:00,6.1,-4.4,1008.5,160.0,4.1
2023-01-16T14:00,6.7,-3.9,1007.5,150.0,6.7
2023-01-16T15:00,6.7,-3.3,1007.2,170.0,8.2
2023-01-16T16:00,4.4,1.7,1006.5,160.0,7.7
2023-01-16T17:00,4.4,1.7,1005.8,170.0,7.2
2023-01-16T18:00,5.0,2.8,1003.5,150.0,7.2
2023-01-16T19:00,5.6,3.3,1001.8,160.0,6.2
2023-01-16T20:00,6.1,3.9,1000.6,150.0,5.1
2023-01-16T21:00,6.7,4.4,1000.3,170.0,6.2
2023-01-16T22:00,7.2,5.0,1000.0,170.0,6.2
2023-01-16T23:00,7.8,5.6,999.5,160.0,6.2
2023-01-17T00:00,8.3,6.7,998.9,160.0,6.2
2023-01-17T01:00,8.9,7.2,998.1,170.0,8.2
2023-01-17T02:00,9.4,7.8,997.7,170.0,7.2
2023-01-17T03:00,10.0,8.3,997.5,190.0,4.6
2023-01-17T04:00,11.1,8.9,997.2,220.0,6.7
2023-01-17T05:00,10.6,8.3,997.1,220.0,5.7
2023-01-17T06:00,10.0,6.7,997.3,240.0,6.2
2023-01-17T07:00,9.4,5.6,996.9,240.0,5.1
2023-01-17T08:00,8.9,5.0,997.3,220.0,7.2
2023-01-17T09:00,7.2,4.4,997.5,240.0,6.7
2023-01-17T10:00,6.7,3.3,997.8,240.0,5.1
2023-01-17T11:00,5.6,2.8,998.4,250.0,6.7
2023-01-17T12:00,5.0,2.2,998.6,250.0,7.2
2023-01-17T13:00,3.9,1.7,999.1,250.0,8.2
2023-01-17T14:00,3.3,1.1,1000.1,260.0,8.2
2023-01-17T15:00,3.3,1.1,1001.0,250.0,7.2
2023-01-17T16:00,3.9,1.1,1001.5,240.0,7.7
2023-01-17T17:00,3.9,1.1,1001.8,250.0,7.2
2023-01-17T18:00,3.9,0.6,1001.7,250.0,8.8
2023-01-17T19:00,3.9,0.6,1002.1,260.0,9.8
2023-01-17T20:00,4.4,0.6,1002.7,260.0,6.2
2023-01-17T21:00,3.9,0.6,1003.9,270.0,7.2
2023-01-17T22:00,3.9,0.6,1005.1,250.0,7.2
2023-01-17T23:00,3.9,0.6,1006.2,260.0,6.2
2023-01-18T00:00,3.9,0.0,1007.1,270.0,5.1
2023-01-18T01:00,3.9,0.0,1008.3,260.0,5.7
2023-01-18T02:00,3.3,0.0,1008.9,270.0,5.1
2023-01-18T03:00,3.3,0.0,1010.0,250.0,5.1
2023-01-18T04:00,3.3,-0.6,1010.3,280.0,5.1
2023-01-18T05:00,2.8,-0.6,1010.9,290.0,5.7
2023-01-18T06:00,2.8,-1.1,1011.1,250.0,4.1
2023-01-18T07:00,2.8,-1.1,1011.9,250.0,3.6
2023-01-18T08:00,2.8,-1.1,1013.1,270.0,3.6
2023-01-18T09:00,2.2,-1.1,1013.8,270.0,4.1
2023-01-18T10:00,2.2,-1.1,1014.1,290.0,3.6
2023-01-18T11:00,2.2,-1.1,1014.9,270.0,2.1
2023-01-18T12:00,2.2,-1.1,1015.3,290.0,2.1
2023-01-18T13:00,2.8,-1.1,1015.9,310.0,2.6
2023-01-18T14:00,2.2,-1.1,1016.1,330.0,3.1
2023-01-18T15:00,2.8,-1.1,1016.5,10.0,3.1
2023-01-18T16:00,3.3,-1.1,1017.0,0.0,0.0
2023-01-18T17:00,3.9,-1.1,1016.3,50.0,2.6
